"sampleID","sex","Season","Location","SubSiteID","Estuary","Year","Complex","prey.name","sizeclass","count"
"Pv19.D090",NA,"Summer","Miami","H0027","Non-Estuary",2019,"Miami_Islet","HERRING","SIZE.SM",8
"Pv19.D092",NA,"Summer","Miami","H0027","Non-Estuary",2019,"Miami_Islet","HERRING","SIZE.MED",2
"Pv19.D092",NA,"Summer","Miami","H0027","Non-Estuary",2019,"Miami_Islet","HERRING","SIZE.SM",2
"Pv19.E020",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.MED.LG",4
"Pv19.E021",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.SM.MED",2
"Pv19.E021",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","SALMON","SIZE.MED",2
"Pv19.E022",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.LG",2
"Pv19.E022",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.MED",2
"Pv19.E023",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","SALMON","SIZE.MED",2
"Pv19.E024",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.MED",2
"Pv19.E024",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HERRING","SIZE.MED",10
"Pv19.E025",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.LG",2
"Pv19.E025",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.SM.MED",2
"Pv19.E026",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.MED.LG",4
"Pv19.E026",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.SM.MED",2
"Pv19.E027",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.LG",2
"Pv19.E027",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.MED",6
"Pv19.E027",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.SM",2
"Pv19.E028",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.MED",2
"Pv19.E028",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.SM",2
"Pv19.E029",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.MED",6
"Pv19.E029",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.MED.LG",4
"Pv19.E030",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.LG",2
"Pv19.E030",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.MED",2
"Pv19.E031",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.MED",2
"Pv19.E031",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.MED.LG",2
"Pv19.E031",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HERRING","SIZE.MED",2
"Pv19.E032",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.LG",4
"Pv19.E032",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.MED",4
"Pv19.E032",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.SM",2
"Pv19.E032",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.XSM",2
"Pv19.E033",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.LG",2
"Pv19.E033",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.MED",2
"Pv19.E033",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.SM",2
"Pv19.E033",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.VLG",4
"Pv19.E033",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HERRING","SIZE.VSM",2
"Pv19.E034",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.UNDET",2
"Pv19.E034",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","SALMON","SIZE.SM.MED",2
"Pv19.E034",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","SALMON","SIZE.VSM",2
"Pv19.E035",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.LG",6
"Pv19.E035",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.MED",2
"Pv19.E036",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.LG",4
"Pv19.E036",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.MED",6
"Pv19.E037",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.MED",4
"Pv19.E037",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.MED.LG",2
"Pv19.E038",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HERRING","SIZE.MED",18
"Pv19.E039",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.LG",2
"Pv19.E039",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.MED",10
"Pv19.E039",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.SM",2
"Pv19.E039",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HERRING","SIZE.VSM",2
"Pv19.E040",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.LG",2
"Pv19.E040",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.MED",2
"Pv19.E040",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.VLG",2
"Pv19.E040",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HAKE","SIZE.XSM",2
"Pv19.E040",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","HERRING","SIZE.MED.LG",4
"Pv19.E040",NA,"Fall","Snake","H0054","Non-Estuary",2019,"Snake_Island","SALMON","SIZE.VSM",2
"Pv19.E041",NA,"Fall","Danger","H0028","Non-Estuary",2019,"Danger_Reefs","SALMON","SIZE.SM.MED",2
"Pv19.E042",NA,"Fall","Danger","H0028","Non-Estuary",2019,"Danger_Reefs","HERRING","SIZE.SM",2
"Pv19.E043",NA,"Fall","Danger","H0028","Non-Estuary",2019,"Danger_Reefs","HERRING","SIZE.SM",4
"Pv19.E045",NA,"Fall","Danger","H0028","Non-Estuary",2019,"Danger_Reefs","HERRING","SIZE.SM",2
"Pv19.E046",NA,"Fall","Danger","H0028","Non-Estuary",2019,"Danger_Reefs","HERRING","SIZE.SM.MED",2
"Pv19.E047",NA,"Fall","Danger","H0028","Non-Estuary",2019,"Danger_Reefs","HERRING","SIZE.SM.MED",4
"Pv19.E048",NA,"Fall","Danger","H0028","Non-Estuary",2019,"Danger_Reefs","HERRING","SIZE.SM.MED",2
"Pv19.E049",NA,"Fall","Danger","H0028","Non-Estuary",2019,"Danger_Reefs","HERRING","SIZE.SM",16
"Pv19.E050",NA,"Fall","Danger","H0028","Non-Estuary",2019,"Danger_Reefs","HERRING","SIZE.SM",22
"Pv19.E052",NA,"Fall","Danger","H0028","Non-Estuary",2019,"Danger_Reefs","SALMON","SIZE.SM.MED",2
"Pv19.E053",NA,"Fall","Danger","H0028","Non-Estuary",2019,"Danger_Reefs","HERRING","SIZE.SM",2
"Pv19.E054",NA,"Fall","Danger","H0028","Non-Estuary",2019,"Danger_Reefs","HERRING","SIZE.SM",2
"Pv19.E054",NA,"Fall","Danger","H0028","Non-Estuary",2019,"Danger_Reefs","HERRING","SIZE.VSM",90
"Pv19.E055",NA,"Fall","Danger","H0028","Non-Estuary",2019,"Danger_Reefs","SALMON","SIZE.SM.MED",2
"Pv19.E056",NA,"Fall","Danger","H0028","Non-Estuary",2019,"Danger_Reefs","HERRING","SIZE.SM.MED",76
"Pv19.E057",NA,"Fall","Danger","H0028","Non-Estuary",2019,"Danger_Reefs","HERRING","SIZE.SM.MED",26
"Pv19.E058",NA,"Fall","Danger","H0028","Non-Estuary",2019,"Danger_Reefs","HERRING","SIZE.SM.MED",4
"Pv19.E059",NA,"Fall","Danger","H0028","Non-Estuary",2019,"Danger_Reefs","HERRING","SIZE.SM.MED",34
"Pv19.E060",NA,"Fall","Danger","H0028","Non-Estuary",2019,"Danger_Reefs","HERRING","SIZE.SM.MED",6
"Pv19.E061",NA,"Fall","Danger","H0028","Non-Estuary",2019,"Danger_Reefs","HERRING","SIZE.SM",2
"Pv19.E062",NA,"Fall","Danger","H0028","Non-Estuary",2019,"Danger_Reefs","HERRING","SIZE.VSM",10
"Pv19.E063",NA,"Fall","Miami","H0027","Non-Estuary",2019,"Miami_Islet","HERRING","SIZE.SM.MED",4
"Pv19.E063",NA,"Fall","Miami","H0027","Non-Estuary",2019,"Miami_Islet","HERRING","SIZE.VSM",12
"Pv19.E064",NA,"Fall","Miami","H0027","Non-Estuary",2019,"Miami_Islet","HERRING","SIZE.MED",6
"Pv19.E065",NA,"Fall","Miami","H0027","Non-Estuary",2019,"Miami_Islet","HERRING","SIZE.SM.MED",32
"Pv19.E066",NA,"Fall","Miami","H0027","Non-Estuary",2019,"Miami_Islet","HERRING","SIZE.MED",2
"Pv19.E069",NA,"Fall","Miami","H0027","Non-Estuary",2019,"Miami_Islet","HERRING","SIZE.VSM",2
"Pv19.E072",NA,"Fall","Miami","H0027","Non-Estuary",2019,"Miami_Islet","HERRING","SIZE.SM.MED",54
"Pv19.E072",NA,"Fall","Miami","H0027","Non-Estuary",2019,"Miami_Islet","HERRING","SIZE.VSM",2
"Pv19.E073",NA,"Fall","Miami","H0027","Non-Estuary",2019,"Miami_Islet","HERRING","SIZE.VSM",180
"Pv19.E074",NA,"Fall","Miami","H0027","Non-Estuary",2019,"Miami_Islet","HERRING","SIZE.SM.MED",14
"Pv19.E075",NA,"Fall","Miami","H0027","Non-Estuary",2019,"Miami_Islet","HERRING","SIZE.VSM",60
"Pv19.E076",NA,"Fall","Miami","H0027","Non-Estuary",2019,"Miami_Islet","HERRING","SIZE.SM.MED",90
"Pv19.E077",NA,"Fall","Miami","H0027","Non-Estuary",2019,"Miami_Islet","HERRING","SIZE.SM.MED",2
"Pv19.E077",NA,"Fall","Miami","H0027","Non-Estuary",2019,"Miami_Islet","HERRING","SIZE.VSM",2
"Pv19.E078",NA,"Fall","Miami","H0027","Non-Estuary",2019,"Miami_Islet","HERRING","SIZE.VSM",138
"Pv19.E079",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.LG",6
"Pv19.E079",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.MED",4
"Pv19.E080",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.LG",4
"Pv19.E080",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.MED",6
"Pv19.E080",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HERRING","SIZE.MED",2
"Pv19.E081",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HERRING","SIZE.SM.MED",34
"Pv19.E082",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.LG",4
"Pv19.E082",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.MED",8
"Pv19.E082",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HERRING","SIZE.MED",2
"Pv19.E083",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.LG",8
"Pv19.E083",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.MED",4
"Pv19.E084",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.LG",8
"Pv19.E084",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.MED",4
"Pv19.E084",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HERRING","SIZE.MED",4
"Pv19.E085",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.MED",10
"Pv19.E086",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.LG",4
"Pv19.E086",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.MED",6
"Pv19.E086",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HERRING","SIZE.MED",2
"Pv19.E087",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HERRING","SIZE.VSM",104
"Pv19.E088",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","SALMON","SIZE.SM.MED",2
"Pv19.E089",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.LG",2
"Pv19.E089",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.MED",2
"Pv19.E090",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.MED.LG",4
"Pv19.E091",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.LG",2
"Pv19.E091",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.SM",2
"Pv19.E091",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","SALMON","SIZE.SM.MED",2
"Pv19.E092",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.LG",2
"Pv19.E092",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.MED",2
"Pv19.E093",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.LG",4
"Pv19.E093",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.MED",4
"Pv19.E093",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HERRING","SIZE.SM.MED",24
"Pv19.E095",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.MED",2
"Pv19.E096",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.MED",2
"Pv19.E096",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","SALMON","SIZE.SM",2
"Pv19.E097",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","SALMON","SIZE.SM.MED",2
"Pv19.E098",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.LG",6
"Pv19.E098",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.MED",2
"Pv19.E098",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HERRING","SIZE.SM.MED",2
"Pv19.E099",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.MED",2
"Pv19.E099",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.SM",2
"Pv19.E099",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.XSM",2
"Pv19.E100",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HERRING","SIZE.VSM",66
"Pv19.F001","FEMALE","Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HERRING","SIZE.SM.MED",6
"Pv19.F002",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.LG",4
"Pv19.F002",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.MED",2
"Pv19.F002",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HERRING","SIZE.VSM",140
"Pv19.F003",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.LG",2
"Pv19.F003",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HERRING","SIZE.SM.MED",18
"Pv19.F003",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HERRING","SIZE.VSM",8
"Pv19.F004",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.LG",2
"Pv19.F004",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.MED",2
"Pv19.F004",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HERRING","SIZE.VSM",28
"Pv19.F005",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.MED",2
"Pv19.F005",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HERRING","SIZE.VSM",208
"Pv19.F006","FEMALE","Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HERRING","SIZE.SM.MED",10
"Pv19.F007","MALE","Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","SALMON","SIZE.MED",2
"Pv19.F007","MALE","Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","SALMON","SIZE.SM.MED",2
"Pv19.F008","MALE","Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.MED.LG",6
"Pv19.F008","MALE","Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.SM",2
"Pv19.F008","MALE","Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.SM.MED",2
"Pv19.F009",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.MED",2
"Pv19.F009",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.SM",2
"Pv19.F010",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.LG",2
"Pv19.F010",NA,"Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.MED",2
"Pv19.F012","MALE","Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.MED.LG",2
"Pv19.F012","MALE","Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HAKE","SIZE.SM.MED",2
"Pv19.F012","MALE","Fall","Valdes Ne","H0063","Non-Estuary",2019,"Northeast_Valdes_Island_Rock","HERRING","SIZE.SM",2
"Pv19.F015",NA,"Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","HAKE","SIZE.MED",2
"Pv19.F016",NA,"Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","HERRING","SIZE.SM",2
"Pv19.F017",NA,"Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","SALMON","SIZE.SM.MED",2
"Pv19.F018","MALE","Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","SALMON","SIZE.SM.MED",2
"Pv19.F019","MALE","Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","SALMON","SIZE.SM.MED",2
"Pv19.F020","MALE","Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","SALMON","SIZE.SM.MED",2
"Pv19.F021",NA,"Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","HAKE","SIZE.VLG",2
"Pv19.F021",NA,"Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","HERRING","SIZE.SM",2
"Pv19.F022",NA,"Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","SALMON","SIZE.SM.MED",2
"Pv19.F023",NA,"Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","SALMON","SIZE.SM.MED",2
"Pv19.F024","MALE","Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","HAKE","SIZE.VLG",2
"Pv19.F024","MALE","Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","HERRING","SIZE.MED",2
"Pv19.F024","MALE","Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","HERRING","SIZE.SM",2
"Pv19.F024","MALE","Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","SALMON","SIZE.VSM",2
"Pv19.F025",NA,"Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","SALMON","SIZE.SM.MED",2
"Pv19.F026",NA,"Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","HAKE","SIZE.LG",2
"Pv19.F026",NA,"Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","HAKE","SIZE.SM.MED",2
"Pv19.F026",NA,"Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","HERRING","SIZE.SM.MED",2
"Pv19.F026",NA,"Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","SALMON","SIZE.VSM",2
"Pv19.F027",NA,"Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","HAKE","SIZE.VLG",2
"Pv19.F027",NA,"Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","HERRING","SIZE.MED",2
"Pv19.F027",NA,"Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","HERRING","SIZE.SM",2
"Pv19.F027",NA,"Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","HERRING","SIZE.VSM",2
"Pv19.F028",NA,"Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","SALMON","SIZE.SM.MED",2
"Pv19.F029",NA,"Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","SALMON","SIZE.SM.MED",2
"Pv19.F030","MALE","Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","SALMON","SIZE.SM.MED",2
"Pv19.F031",NA,"Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","SALMON","SIZE.SM.MED",2
"Pv19.F032",NA,"Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","SALMON","SIZE.SM.MED",2
"Pv19.F033",NA,"Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","HAKE","SIZE.VLG",2
"Pv19.F033",NA,"Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","HERRING","SIZE.SM",2
"Pv19.F033",NA,"Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","HERRING","SIZE.VSM",2
"Pv19.F034",NA,"Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","HAKE","SIZE.LG",2
"Pv19.F034",NA,"Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","HERRING","SIZE.VSM",2
"Pv19.F035",NA,"Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","HAKE","SIZE.UNDET",2
"Pv19.F036","MALE?","Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","SALMON","SIZE.SM.MED",2
"Pv19.F038",NA,"Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","HERRING","SIZE.SM.MED",2
"Pv19.F038",NA,"Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","SALMON","SIZE.SM.MED",2
"Pv19.F039",NA,"Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","HERRING","SIZE.SM",2
"Pv19.F039",NA,"Fall","Belle Chain","H0069a","Belle Chain",2019,"Belle_Chain","SALMON","SIZE.SM.MED",2
"Pv19.F064",NA,"Fall","Norris","H0470","Non-Estuary",2019,"Norris-Heron_Rocks","HAKE","SIZE.LG",2
"Pv19.F064",NA,"Fall","Norris","H0470","Non-Estuary",2019,"Norris-Heron_Rocks","HAKE","SIZE.MED",8
"Pv19.F066","MALE","Fall","Norris","H0470","Non-Estuary",2019,"Norris-Heron_Rocks","HAKE","SIZE.MED",2
"Pv19.F067","FEMALE","Fall","Norris","H0470","Non-Estuary",2019,"Norris-Heron_Rocks","HAKE","SIZE.MED",2
"Pv19.F068","MALE","Fall","Norris","H0470","Non-Estuary",2019,"Norris-Heron_Rocks","HAKE","SIZE.LG",2
"Pv19.F068","MALE","Fall","Norris","H0470","Non-Estuary",2019,"Norris-Heron_Rocks","HAKE","SIZE.MED",2
"Pv19.F068","MALE","Fall","Norris","H0470","Non-Estuary",2019,"Norris-Heron_Rocks","HAKE","SIZE.SM",2
"Pv19.F069",NA,"Fall","Norris","H0470","Non-Estuary",2019,"Norris-Heron_Rocks","HAKE","SIZE.MED",2
"Pv19.F070",NA,"Fall","Norris","H0470","Non-Estuary",2019,"Norris-Heron_Rocks","HAKE","SIZE.MED",46
"Pv19.F070",NA,"Fall","Norris","H0470","Non-Estuary",2019,"Norris-Heron_Rocks","HAKE","SIZE.SM",16
"Pv19.F071",NA,"Fall","Norris","H0470","Non-Estuary",2019,"Norris-Heron_Rocks","HAKE","SIZE.LG",2
"Pv19.F071",NA,"Fall","Norris","H0470","Non-Estuary",2019,"Norris-Heron_Rocks","HAKE","SIZE.MED",2
"Pv19.F071",NA,"Fall","Norris","H0470","Non-Estuary",2019,"Norris-Heron_Rocks","HAKE","SIZE.SM",2
